wavelength,x,y,z
0.0,-3.4033203125,0.880859375,2.322265625
0.0005,-3.283203125,0.16015625,2.8828125
0.001,-2.9228515625,-0.6005859375,3.2431640625
0.0015,-2.5224609375,-1.28125,3.5634765625
0.002,-1.9619140625,-1.8017578125,3.603515625
0.0025,-1.361328125,-2.2822265625,3.5634765625
0.003,-0.5205078125,-2.72265625,3.1630859375
0.0035,0.080078125,-3.36328125,3.203125
0.004,0.9609375,-3.5634765625,2.5625
0.0045,1.44140625,-3.923828125,2.40234375
0.005,1.9619140625,-3.84375,1.921875
0.0055,2.2822265625,-3.7236328125,1.4013671875
0.006,2.8427734375,-3.4833984375,0.640625
0.0065,3.2431640625,-3.123046875,-0.0400390625
0.007,3.5234375,-2.5625,-0.8408203125
0.0075,3.763671875,-2.2421875,-1.44140625
0.008,3.763671875,-1.6416015625,-2.001953125
0.0085,3.4833984375,-1.0009765625,-2.4423828125
0.009,3.5234375,-0.3203125,-3.123046875
0.0095,2.9228515625,0.48046875,-3.443359375
0.01,2.72265625,1.1611328125,-3.8037109375
0.0105,2.0419921875,1.7216796875,-3.7236328125
0.011,1.4013671875,2.2021484375,-3.68359375
0.0115,0.6005859375,2.72265625,-3.3232421875
0.012,-0.0400390625,3.283203125,-3.2431640625
0.0125,-0.9208984375,3.4833984375,-2.642578125
0.013,-1.361328125,3.763671875,-2.4423828125
0.0135,-1.921875,3.68359375,-1.8818359375
0.014,-2.2822265625,3.443359375,-1.28125
0.0145,-2.8828125,3.3232421875,-0.6005859375
0.015,-3.203125,2.72265625,0.2802734375
0.0155,-3.5634765625,2.3623046875,0.9609375
0.016,-3.5634765625,1.841796875,1.521484375
0.0165,-3.5634765625,1.28125,2.0419921875
0.017,-3.2431640625,0.5205078125,2.5224609375
0.0175,-3.203125,-0.1201171875,3.0830078125
0.018,-2.6025390625,-1.0009765625,3.4033203125
0.0185,-2.2822265625,-1.521484375,3.6435546875
0.019,-1.5615234375,-2.08203125,3.5234375
0.0195,-0.8408203125,-2.5625,3.3232421875
0.02,-0.0400390625,-3.1630859375,3.123046875
0.0205,0.6806640625,-3.5234375,2.7626953125
0.021,1.44140625,-3.8037109375,2.322265625
0.0215,1.841796875,-3.84375,2.001953125
0.022,2.2822265625,-3.8037109375,1.44140625
0.0225,2.642578125,-3.36328125,0.7607421875
0.023,3.203125,-3.2431640625,0.1201171875
0.0235,3.443359375,-2.482421875,-0.80078125
0.024,3.7236328125,-2.2421875,-1.4013671875
0.0245,3.603515625,-1.6015625,-1.921875
0.025,3.5234375,-1.1611328125,-2.322265625
0.0255,3.2431640625,-0.3603515625,-2.8828125
0.026,3.123046875,0.2802734375,-3.3232421875
0.0265,2.5625,1.12109375,-3.5634765625
0.027,2.162109375,1.5615234375,-3.68359375
0.0275,1.4814453125,2.08203125,-3.5634765625
0.028,0.7607421875,2.5224609375,-3.283203125
0.0285,0.080078125,3.0830078125,-3.203125
0.029,-0.640625,3.3232421875,-2.642578125
0.0295,-1.2412109375,3.6435546875,-2.4423828125
0.03,-1.6015625,3.4833984375,-2.001953125
0.0305,-2.0419921875,3.5234375,-1.6015625
0.031,-2.4423828125,3.1630859375,-0.80078125
0.0315,-3.04296875,3.04296875,-0.16015625
0.032,-3.2431640625,2.40234375,0.640625
0.0325,-3.5634765625,2.162109375,1.1611328125
0.033,-3.443359375,1.521484375,1.681640625
0.0335,-3.36328125,0.9609375,2.0419921875
0.034,-3.203125,0.2802734375,2.7626953125
0.0345,-2.8828125,-0.400390625,3.123046875
0.035,-2.5224609375,-1.12109375,3.4833984375
0.0355,-1.9619140625,-1.6015625,3.443359375
0.036,-1.361328125,-2.162109375,3.443359375
0.0365,-0.5205078125,-2.6826171875,3.123046875
0.037,0.080078125,-3.283203125,3.0830078125
0.0375,0.9208984375,-3.5634765625,2.5224609375
0.038,1.4013671875,-3.84375,2.3623046875
0.0385,1.841796875,-3.7236328125,1.841796875
0.039,2.2822265625,-3.603515625,1.3212890625
0.0395,2.802734375,-3.3232421875,0.560546875
0.04,3.2431640625,-2.962890625,-0.2001953125
0.0405,3.5234375,-2.482421875,-1.0009765625
0.041,3.6435546875,-2.08203125,-1.4814453125
0.0415,3.5634765625,-1.4814453125,-2.08203125
0.042,3.36328125,-0.7607421875,-2.5224609375
0.0425,3.3232421875,-0.080078125,-3.1630859375
0.043,2.802734375,0.720703125,-3.443359375
0.0435,2.482421875,1.3212890625,-3.763671875
0.044,1.76171875,1.8017578125,-3.5634765625
0.0445,1.1611328125,2.3623046875,-3.5234375
0.045,0.3203125,2.8427734375,-3.203125
0.0455,-0.3203125,3.283203125,-3.0029296875
0.046,-1.12109375,3.5234375,-2.4423828125
0.0465,-1.521484375,3.6435546875,-2.2021484375
0.047,-1.9619140625,3.5234375,-1.6015625
0.0475,-2.3623046875,3.2431640625,-1.041015625
0.048,-2.8828125,3.04296875,-0.3203125
0.0485,-3.203125,2.5224609375,0.48046875
0.049,-3.4833984375,2.1220703125,1.1611328125
0.0495,-3.4033203125,1.5615234375,1.5615234375
0.05,-3.36328125,1.0810546875,2.08203125
0.0505,-3.0830078125,0.3203125,2.5224609375
0.051,-2.962890625,-0.2802734375,3.04296875
0.0515,-2.4423828125,-1.041015625,3.3232421875
0.052,-2.08203125,-1.5615234375,3.4833984375
0.0525,-1.361328125,-2.0419921875,3.2431640625
0.053,-0.6806640625,-2.5625,3.1630859375
0.0535,0.0,-3.0830078125,2.9228515625
0.054,0.720703125,-3.4033203125,2.6025390625
0.0545,1.4013671875,-3.7236328125,2.2822265625
0.055,1.681640625,-3.68359375,1.9619140625
0.0555,2.162109375,-3.6435546875,1.4814453125
0.056,2.5224609375,-3.283203125,0.7607421875
0.0565,3.04296875,-3.1630859375,0.080078125
0.057,3.283203125,-2.5224609375,-0.720703125
0.0575,3.5634765625,-2.2822265625,-1.28125
0.058,3.443359375,-1.6015625,-1.7216796875
0.0585,3.4833984375,-1.201171875,-2.2021484375
0.059,3.2431640625,-0.3603515625,-2.7626953125
0.0595,3.04296875,0.240234375,-3.203125
0.06,2.6025390625,0.9609375,-3.5634765625
0.0605,2.2021484375,1.4013671875,-3.5234375
0.061,1.521484375,1.9619140625,-3.4833984375
0.0615,0.80078125,2.4423828125,-3.2431640625
0.062,0.1201171875,2.962890625,-3.1630859375
0.0625,-0.6005859375,3.203125,-2.72265625
0.063,-1.0810546875,3.5234375,-2.5224609375
0.0635,-1.44140625,3.443359375,-2.08203125
0.064,-1.9619140625,3.4833984375,-1.6416015625
0.0645,-2.40234375,3.0830078125,-0.8408203125
0.065,-2.9228515625,2.9228515625,-0.2001953125
0.0655,-3.203125,2.3623046875,0.560546875
0.066,-3.4033203125,2.162109375,1.0009765625
0.0665,-3.3232421875,1.5615234375,1.5615234375
0.067,-3.2431640625,1.0009765625,2.0419921875
0.0675,-3.123046875,0.240234375,2.6826171875
0.068,-2.7626953125,-0.4404296875,3.04296875
0.0685,-2.4423828125,-1.0810546875,3.36328125
0.069,-1.8818359375,-1.5615234375,3.283203125
0.0695,-1.28125,-2.1220703125,3.3232421875
0.07,-0.48046875,-2.6826171875,3.04296875
0.0705,0.1201171875,-3.203125,2.962890625
0.071,0.9208984375,-3.5234375,2.5224609375
0.0715,1.361328125,-3.7236328125,2.2822265625
0.072,1.76171875,-3.5634765625,1.76171875
0.0725,2.2421875,-3.5634765625,1.2412109375
0.073,2.7626953125,-3.203125,0.4404296875
0.0735,3.1630859375,-2.8828125,-0.2802734375
0.074,3.4833984375,-2.322265625,-1.041015625
0.0745,3.5234375,-1.9619140625,-1.44140625
0.075,3.4833984375,-1.361328125,-2.001953125
0.0755,3.283203125,-0.640625,-2.5224609375
0.076,3.1630859375,0.0,-3.0830078125
0.0765,2.6826171875,0.7607421875,-3.4033203125
0.077,2.3623046875,1.28125,-3.6435546875
0.0775,1.6416015625,1.76171875,-3.4033203125
0.078,1.041015625,2.3623046875,-3.36328125
0.0785,0.240234375,2.802734375,-3.0830078125
0.079,-0.3603515625,3.203125,-2.8828125
0.0795,-1.1611328125,3.4833984375,-2.4423828125
0.08,-1.44140625,3.4833984375,-2.1220703125
0.0805,-1.9619140625,3.4033203125,-1.6015625
0.081,-2.322265625,3.1630859375,-1.0009765625
0.0815,-2.8828125,2.8828125,-0.2802734375
0.082,-3.203125,2.40234375,0.560546875
0.0825,-3.443359375,2.08203125,1.201171875
0.083,-3.3232421875,1.521484375,1.521484375
0.0835,-3.36328125,1.041015625,2.08203125
0.084,-3.0830078125,0.240234375,2.6025390625
0.0845,-2.8828125,-0.3603515625,3.123046875
0.085,-2.40234375,-1.1611328125,3.36328125
0.0855,-1.9619140625,-1.6015625,3.443359375
0.086,-1.2412109375,-2.1220703125,3.2431640625
0.0865,-0.5205078125,-2.72265625,3.1630859375
0.087,0.16015625,-3.203125,2.8828125
0.0875,0.9208984375,-3.5634765625,2.5625
0.088,1.5615234375,-3.8037109375,2.2021484375
0.0885,1.921875,-3.68359375,1.76171875
0.089,2.40234375,-3.7236328125,1.2412109375
0.0895,2.7626953125,-3.2431640625,0.4404296875
0.09,3.2431640625,-2.962890625,-0.2001953125
0.0905,3.4833984375,-2.322265625,-1.0810546875
0.091,3.68359375,-1.9619140625,-1.6015625
0.0915,3.443359375,-1.3212890625,-2.0419921875
0.092,3.4833984375,-0.80078125,-2.6025390625
0.0925,3.1630859375,0.0,-3.0830078125
0.093,2.8427734375,0.640625,-3.4833984375
0.0935,2.3623046875,1.44140625,-3.763671875
0.094,1.76171875,1.841796875,-3.5634765625
0.0945,1.0810546875,2.40234375,-3.4833984375
0.095,0.2802734375,2.8427734375,-3.203125
0.0955,-0.3603515625,3.283203125,-2.962890625
0.096,-1.1611328125,3.5234375,-2.4423828125
0.0965,-1.681640625,3.68359375,-2.1220703125
0.097,-1.9619140625,3.36328125,-1.5615234375
0.0975,-2.5625,3.4033203125,-1.0810546875
0.098,-2.8828125,2.9228515625,-0.2001953125
0.0985,-3.283203125,2.642578125,0.48046875
0.099,-3.5634765625,2.001953125,1.28125
0.0995,-3.5234375,1.6015625,1.7216796875
0.1,-3.36328125,0.9609375,2.2421875
0.1005,-3.203125,0.2802734375,2.6826171875
0.101,-2.8828125,-0.400390625,3.123046875
0.1015,-2.4423828125,-1.1611328125,3.443359375
0.102,-1.9619140625,-1.8017578125,3.603515625
0.1025,-1.28125,-2.162109375,3.3232421875
0.103,-0.640625,-2.7626953125,3.3232421875
0.1035,0.2001953125,-3.203125,2.8828125
0.104,0.880859375,-3.603515625,2.642578125
0.1045,1.6416015625,-3.8837890625,2.1220703125
0.105,2.0419921875,-3.84375,1.76171875
0.1055,2.40234375,-3.603515625,1.12109375
0.106,2.8427734375,-3.443359375,0.6005859375
0.1065,3.203125,-2.8828125,-0.240234375
0.107,3.5234375,-2.5224609375,-0.9609375
0.1075,3.763671875,-1.921875,-1.7216796875
0.108,3.5234375,-1.4013671875,-2.0419921875
0.1085,3.5234375,-0.80078125,-2.6025390625
0.109,3.203125,-0.080078125,-3.0830078125
0.1095,2.9228515625,0.6005859375,-3.443359375
0.11,2.4423828125,1.3212890625,-3.7236328125
0.1105,1.921875,1.841796875,-3.763671875
0.111,1.1611328125,2.2421875,-3.4033203125
0.1115,0.560546875,2.8427734375,-3.4033203125
0.112,-0.2802734375,3.1630859375,-2.9228515625
0.1125,-0.880859375,3.4833984375,-2.72265625
0.113,-1.6015625,3.68359375,-2.2021484375
0.1135,-1.9619140625,3.5234375,-1.76171875
0.114,-2.3623046875,3.443359375,-1.201171875
0.1145,-2.802734375,3.1630859375,-0.5205078125
0.115,-3.203125,2.72265625,0.240234375
0.1155,-3.443359375,2.2421875,1.0009765625
0.116,-3.6435546875,1.8017578125,1.6015625
0.1165,-3.36328125,1.201171875,1.9619140625
0.117,-3.4033203125,0.640625,2.5625
