wavelength,x,y,z
0.0,2.8427734375,-0.6005859375,-2.72265625
0.0005,3.0029296875,-1.28125,-2.2822265625
0.001,2.9228515625,-1.841796875,-1.6416015625
0.0015,2.8828125,-2.2822265625,-1.2412109375
0.002,2.8828125,-2.72265625,-0.6806640625
0.0025,2.5224609375,-2.9228515625,-0.1201171875
0.003,1.921875,-3.0830078125,0.6806640625
0.0035,1.361328125,-3.203125,1.28125
0.004,0.8408203125,-3.203125,1.841796875
0.0045,0.48046875,-3.2431640625,2.2822265625
0.005,-0.16015625,-3.0830078125,2.642578125
0.0055,-0.8408203125,-2.642578125,2.9228515625
0.006,-1.5615234375,-2.08203125,3.123046875
0.0065,-2.001953125,-1.6015625,3.04296875
0.007,-2.4423828125,-1.1611328125,3.04296875
0.0075,-2.8427734375,-0.720703125,3.04296875
0.008,-3.0029296875,-0.16015625,2.6826171875
0.0085,-3.123046875,0.5205078125,2.08203125
0.009,-3.203125,1.12109375,1.5615234375
0.0095,-3.203125,1.681640625,0.9609375
0.01,-3.1630859375,2.2021484375,0.5205078125
0.0105,-2.962890625,2.5625,0.0
0.011,-2.5625,2.8427734375,-0.720703125
0.0115,-1.921875,3.0029296875,-1.5615234375
0.012,-1.361328125,3.0029296875,-2.08203125
0.0125,-0.9208984375,3.0029296875,-2.5625
0.013,-0.48046875,3.123046875,-3.0830078125
0.0135,0.2001953125,2.72265625,-3.36328125
0.014,0.9609375,2.2021484375,-3.603515625
0.0145,1.5615234375,1.681640625,-3.7236328125
0.015,2.0419921875,1.201171875,-3.603515625
0.0155,2.40234375,0.7607421875,-3.5634765625
0.016,2.6826171875,0.2802734375,-3.36328125
0.0165,2.802734375,-0.3603515625,-2.962890625
0.017,2.9228515625,-1.0810546875,-2.3623046875
0.0175,2.9228515625,-1.6416015625,-1.921875
0.018,2.8828125,-2.08203125,-1.3212890625
0.0185,2.8828125,-2.5224609375,-0.9208984375
0.019,2.5625,-2.7626953125,-0.3603515625
0.0195,2.162109375,-3.0029296875,0.3603515625
0.02,1.5615234375,-3.1630859375,1.0810546875
0.0205,1.041015625,-3.123046875,1.5615234375
0.021,0.6005859375,-3.1630859375,2.0419921875
0.0215,0.16015625,-3.203125,2.482421875
0.022,-0.5205078125,-2.8427734375,2.7626953125
0.0225,-1.2412109375,-2.2822265625,2.962890625
0.023,-1.7216796875,-1.8017578125,3.04296875
0.0235,-2.2021484375,-1.3212890625,3.0029296875
0.024,-2.5625,-1.0009765625,3.0029296875
0.0245,-2.802734375,-0.5205078125,2.6826171875
0.025,-2.962890625,0.16015625,2.322265625
0.0255,-3.1630859375,0.80078125,1.76171875
0.026,-3.0830078125,1.3212890625,1.28125
0.0265,-3.0830078125,1.841796875,0.80078125
0.027,-3.123046875,2.40234375,0.3203125
0.0275,-2.72265625,2.6025390625,-0.3203125
0.028,-2.2822265625,2.8427734375,-1.041015625
0.0285,-1.681640625,2.9228515625,-1.681640625
0.029,-1.201171875,3.0029296875,-2.2421875
0.0295,-0.7607421875,3.04296875,-2.72265625
0.03,-0.240234375,2.9228515625,-3.1630859375
0.0305,0.5205078125,2.5224609375,-3.443359375
0.031,1.2412109375,1.9619140625,-3.6435546875
0.0315,1.7216796875,1.521484375,-3.603515625
0.032,2.2021484375,1.0009765625,-3.603515625
0.0325,2.5625,0.6005859375,-3.603515625
0.033,2.72265625,0.0,-3.203125
0.0335,2.8427734375,-0.720703125,-2.72265625
0.034,3.0029296875,-1.3212890625,-2.1220703125
0.0345,2.9228515625,-1.8017578125,-1.6015625
0.035,2.9228515625,-2.2822265625,-1.1611328125
0.0355,2.802734375,-2.72265625,-0.640625
0.036,2.322265625,-2.9228515625,0.080078125
0.0365,1.76171875,-3.0830078125,0.8408203125
0.037,1.2412109375,-3.123046875,1.4013671875
0.0375,0.7607421875,-3.1630859375,1.921875
0.038,0.3203125,-3.203125,2.322265625
0.0385,-0.2802734375,-2.9228515625,2.6025390625
0.039,-1.0009765625,-2.4423828125,2.8828125
0.0395,-1.6416015625,-1.921875,3.04296875
0.04,-2.001953125,-1.4814453125,2.962890625
0.0405,-2.4423828125,-1.0810546875,2.9228515625
0.041,-2.72265625,-0.640625,2.8427734375
0.0415,-2.8828125,0.0,2.40234375
0.042,-3.04296875,0.6005859375,1.921875
0.0425,-3.0830078125,1.201171875,1.44140625
0.043,-3.0830078125,1.7216796875,0.9208984375
0.0435,-3.0830078125,2.162109375,0.48046875
0.044,-2.8427734375,2.482421875,-0.1201171875
0.0445,-2.4423828125,2.72265625,-0.80078125
0.045,-1.8818359375,2.8828125,-1.4814453125
0.0455,-1.361328125,2.9228515625,-2.001953125
0.046,-0.9208984375,3.0029296875,-2.5625
0.0465,-0.48046875,3.04296875,-3.04296875
0.047,0.2001953125,2.6826171875,-3.283203125
0.0475,0.9208984375,2.2421875,-3.5634765625
0.048,1.5615234375,1.6416015625,-3.603515625
0.0485,1.9619140625,1.201171875,-3.603515625
0.049,2.40234375,0.720703125,-3.603515625
0.0495,2.642578125,0.240234375,-3.36328125
0.05,2.8427734375,-0.400390625,-2.8828125
0.0505,2.962890625,-1.0810546875,-2.322265625
0.051,3.0029296875,-1.6416015625,-1.841796875
0.0515,3.0029296875,-2.2021484375,-1.3212890625
0.052,2.962890625,-2.642578125,-0.8408203125
0.0525,2.5224609375,-2.8828125,-0.2001953125
0.053,2.0419921875,-3.1630859375,0.6005859375
0.0535,1.4013671875,-3.203125,1.28125
0.054,0.9609375,-3.203125,1.76171875
0.0545,0.48046875,-3.2431640625,2.2421875
0.055,-0.080078125,-3.1630859375,2.6826171875
0.0555,-0.9208984375,-2.6025390625,2.9228515625
0.056,-1.6015625,-2.08203125,3.123046875
0.0565,-2.08203125,-1.5615234375,3.04296875
0.057,-2.5224609375,-1.1611328125,3.04296875
0.0575,-2.8427734375,-0.720703125,2.9228515625
0.058,-3.0029296875,-0.1201171875,2.5625
0.0585,-3.1630859375,0.640625,2.0419921875
0.059,-3.203125,1.28125,1.44140625
0.0595,-3.1630859375,1.76171875,0.9609375
0.06,-3.0830078125,2.2421875,0.4404296875
0.0605,-3.0029296875,2.6025390625,0.0
0.061,-2.4423828125,2.7626953125,-0.80078125
0.0615,-1.921875,3.0029296875,-1.5615234375
0.062,-1.28125,3.0029296875,-2.162109375
0.0625,-0.8408203125,3.0029296875,-2.6025390625
0.063,-0.400390625,3.0029296875,-3.04296875
0.0635,0.2001953125,2.72265625,-3.36328125
0.064,1.0009765625,2.2021484375,-3.603515625
0.0645,1.6015625,1.6015625,-3.7236328125
0.065,2.001953125,1.12109375,-3.603515625
0.0655,2.40234375,0.6806640625,-3.603515625
0.066,2.6826171875,0.2802734375,-3.443359375
0.0665,2.802734375,-0.3203125,-2.9228515625
0.067,3.0029296875,-1.0009765625,-2.482421875
0.0675,3.0029296875,-1.6416015625,-1.8818359375
0.068,2.9228515625,-2.08203125,-1.361328125
0.0685,2.9228515625,-2.5625,-0.880859375
0.069,2.72265625,-2.8828125,-0.3603515625
0.0695,2.162109375,-3.04296875,0.400390625
0.07,1.5615234375,-3.203125,1.12109375
0.0705,1.041015625,-3.203125,1.6416015625
0.071,0.6005859375,-3.283203125,2.162109375
0.0715,0.1201171875,-3.203125,2.5625
0.072,-0.560546875,-2.8828125,2.8828125
0.0725,-1.3212890625,-2.40234375,3.123046875
0.073,-1.9619140625,-1.8017578125,3.1630859375
0.0735,-2.322265625,-1.361328125,3.04296875
0.074,-2.7626953125,-0.8408203125,3.04296875
0.0745,-2.962890625,-0.3603515625,2.8427734375
0.075,-3.0830078125,0.400390625,2.2421875
0.0755,-3.2431640625,1.041015625,1.7216796875
0.076,-3.203125,1.6416015625,1.12109375
0.0765,-3.203125,2.162109375,0.640625
0.077,-3.123046875,2.5224609375,0.1201171875
0.0775,-2.72265625,2.802734375,-0.5205078125
0.078,-2.08203125,3.04296875,-1.361328125
0.0785,-1.4814453125,3.0830078125,-2.0419921875
0.079,-1.0009765625,3.04296875,-2.5224609375
0.0795,-0.560546875,3.1630859375,-3.04296875
0.08,0.1201171875,2.8828125,-3.4033203125
0.0805,0.880859375,2.2421875,-3.6435546875
0.081,1.5615234375,1.76171875,-3.84375
0.0815,2.1220703125,1.201171875,-3.7236328125
0.082,2.4423828125,0.80078125,-3.6435546875
0.0825,2.802734375,0.3203125,-3.5234375
0.083,2.9228515625,-0.240234375,-3.1630859375
0.0835,3.0029296875,-1.041015625,-2.4423828125
0.084,3.04296875,-1.6416015625,-1.9619140625
0.0845,2.962890625,-2.1220703125,-1.361328125
0.085,2.962890625,-2.5625,-0.9208984375
0.0855,2.72265625,-2.8828125,-0.400390625
0.086,2.2421875,-3.04296875,0.3203125
0.0865,1.6416015625,-3.2431640625,1.0810546875
0.087,1.0009765625,-3.203125,1.7216796875
0.0875,0.6005859375,-3.203125,2.08203125
0.088,0.1201171875,-3.2431640625,2.5625
0.0885,-0.5205078125,-2.962890625,2.8427734375
0.089,-1.28125,-2.3623046875,3.04296875
0.0895,-1.841796875,-1.8818359375,3.1630859375
0.09,-2.2822265625,-1.3212890625,3.0830078125
0.0905,-2.642578125,-0.9609375,3.123046875
0.091,-2.9228515625,-0.4404296875,2.8427734375
0.0915,-3.0830078125,0.16015625,2.482421875
0.092,-3.2431640625,0.880859375,1.921875
0.0925,-3.203125,1.4814453125,1.28125
0.093,-3.203125,1.921875,0.80078125
0.0935,-3.203125,2.482421875,0.2802734375
0.094,-2.8828125,2.72265625,-0.2802734375
0.0945,-2.322265625,2.962890625,-1.041015625
0.095,-1.8017578125,3.1630859375,-1.8017578125
0.0955,-1.1611328125,3.123046875,-2.40234375
0.096,-0.6806640625,3.1630859375,-2.8828125
0.0965,-0.16015625,3.04296875,-3.36328125
0.097,0.560546875,2.642578125,-3.68359375
0.0975,1.4013671875,2.0419921875,-3.84375
0.098,1.921875,1.521484375,-3.84375
0.0985,2.40234375,0.9609375,-3.7236328125
0.099,2.7626953125,0.560546875,-3.7236328125
0.0995,2.9228515625,-0.080078125,-3.283203125
0.1,3.04296875,-0.80078125,-2.72265625
0.1005,3.1630859375,-1.521484375,-2.162109375
0.101,3.123046875,-2.1220703125,-1.4814453125
0.1015,3.0029296875,-2.5224609375,-1.041015625
0.102,2.9228515625,-2.9228515625,-0.560546875
0.1025,2.482421875,-3.1630859375,0.16015625
0.103,1.76171875,-3.3232421875,1.041015625
0.1035,1.1611328125,-3.36328125,1.6416015625
0.104,0.6005859375,-3.2431640625,2.162109375
0.1045,0.2001953125,-3.3232421875,2.5625
0.105,-0.4404296875,-3.04296875,2.8828125
0.1055,-1.2412109375,-2.482421875,3.1630859375
0.106,-1.9619140625,-1.841796875,3.283203125
0.1065,-2.40234375,-1.3212890625,3.1630859375
0.107,-2.72265625,-0.880859375,3.04296875
0.1075,-3.0830078125,-0.48046875,3.0029296875
0.108,-3.1630859375,0.1201171875,2.5224609375
0.1085,-3.2431640625,0.9208984375,1.8818359375
0.109,-3.283203125,1.4814453125,1.361328125
0.1095,-3.203125,2.0419921875,0.720703125
0.11,-3.1630859375,2.40234375,0.2802734375
0.1105,-2.9228515625,2.7626953125,-0.2802734375
0.111,-2.482421875,3.0029296875,-0.9609375
0.1115,-1.8017578125,3.1630859375,-1.8017578125
0.112,-1.201171875,3.123046875,-2.322265625
0.1125,-0.640625,3.04296875,-2.8828125
0.113,-0.3203125,3.123046875,-3.3232421875
0.1135,0.400390625,2.72265625,-3.5634765625
0.114,1.2412109375,2.162109375,-3.8037109375
0.1145,1.921875,1.6015625,-3.8837890625
